N° work situation ,Activity sector,Company's activity ,Task,Type of process used ,Collection système +  the type if existing ,General ventilation ,Outdoors/indoors work ,Individual protection ,Product,Daily amont of the product,SDS,hazard statements  according to the CLP regulation (inhalation route),Chemicals emitted during the process,Risk level,variability (%),Confidence (%),Supporting comments ,p%1,p%2,p%3,p%4,p%5,p%6,p%7,p%8,p%9,p%10,p%11,p%12,p%13,p%14,p%15,p%16,p%17,p%18,p%19,p%20,p%21,p%22,p%23,p%24,p%25,p%26,p%27,p%28,p%29,p%30,p%31,p%32,p%33,p%34,p%35,p%36,p%37,p%38,p%39,p%40,p%41,p%42,p%43,p%44,p%45,p%46,p%47,p%48,p%49,p%50,p%51,p%52,p%53,p%54,p%55,p%56,p%57,p%58,p%59,p%60,p%61,p%62,p%63,p%64,p%65,p%66,p%67,p%68,p%69,p%70,p%71,p%72,p%73,p%74,p%75,p%76,p%77,p%78,p%79,p%80,p%81,p%82,p%83,p%84,p%85,p%86,p%87,p%88,p%89,p%90,p%91,p%92,p%93,p%94,p%95,p%96,p%97,p%98,p%99,p%100,moyenne = score à utiliser,moyenne pondérée = score à utiliser,ecart-type des moyennes des experts = les experts ont-ils une interprétation divergente du niveau de risque de la situation?,ecart-type des moyennes pondérées des experts = les experts ont-ils une interprétation divergente du niveau de risque de la situation?,ecart type des ranges des experts = dispersion du niveau de confiance des experts = les experts sont ils d'accord entre eux sur l'incertitude sur l'évaluation,taille moyenne du range des experts = niveau de confiance moyen des experts dans l'évaluation
89,Metalworking sector ,Metalworking company ,cold rolling of copper tubes: stretching  and setting to the right diameter,open,not operative,operative,indoors,not operative,rolling lubricant ,-,Yes ,H319 Causes serious eye irritation,-,24,21,79,"low hazard and high exposure ( open process with only ventilation) 
",0.007036288119,0.05199566437,0.006895106933,0.006926986556,0.006958866178,0.006740263052,0.006744817284,0.006571756476,0.01827157795,0.01791179364,0.01960596787,0.01970616096,0.008020002186,0.007983568332,0.007965351405,0.01700550151,0.01678689839,0.06265256677,0.01687342879,0.01713302,0.02645097825,0.02625059205,0.02610485663,0.02636900208,0.02574507232,0.01702371844,0.01693718804,0.01681422378,0.01732429774,0.01687342879,0.02130014209,0.02184209568,0.02165537217,0.02124549131,0.02174645681,0.02163715524,0.02146864867,0.0212728167,0.02094491201,0.02160072139,0.009673188327,0.009445476737,0.009313404015,0.009832586439,0.009263307465,0.009368054797,0.00978248989,0.009495573287,0.009500127518,0.009691405254,0.006066236747,0.006038911356,0.006184646774,0.006216526396,0.00617553831,0.006007031734,0.00617553831,0.006034357125,0.006075345211,0.005975152111,0.003852880096,0.003784566619,0.004012278209,0.003647939666,0.003698036215,0.003857434328,0.003830108937,0.003789120851,0.003739024301,0.003789120851,0.004413050607,0.004663533355,0.004690858746,0.00464987066,0.004399387911,0.004444930229,0.004385725216,0.004681750282,0.004490472547,0.00447225562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4521077,25.67157264,17.888847,15.92807464,9.156129681,14.72727273
90,Surface care and treatment sector,Service provider,Adjusting the viscosity of the paint with a solvent,open,extraction slit ,operative,indoors,operative ( type not specified) ,solvent,-,Yes ,H319 Causes serious eye irritation,-,21,19,81,"medium hazard : irritant product
low exposure : open process, use of a booth and individual equipment  + medium volatility ",0.007559139687,0.05291852877,0.007249674607,0.00729063322,0.007563690644,0.00744536576,0.01874994311,0.01573720954,0.01555517125,4.10E-04,0.01101786706,0.01054911848,0.01072205485,0.01038073307,0.01037163115,0.003313096744,0.00353609364,0.0033813611,0.003572501297,0.003804600107,0.01916863116,0.01920503882,0.06426861569,0.01946899433,0.01914132542,0.02168075946,0.02153512884,0.02159884224,0.02160339319,0.02178543148,0.02173992191,0.02204938699,0.02163524989,0.02204028507,0.02220411953,0.02147141544,0.02109823696,0.02193561306,0.02177632956,0.02154423075,0.01297932955,0.01255153959,0.01274723074,0.01282004606,0.01272902691,0.01510007555,0.01492713918,0.01513193225,0.01518654373,0.01524115521,0.007190512165,0.007195063122,0.007231470778,0.007531833945,0.00744536576,0.002735125197,0.002685064669,0.002744227111,0.002766981896,0.00265320797,0.00952515314,0.00967988568,0.009652579938,0.009607070367,0.009461439741,0.009343114857,0.009547907925,0.009406828256,0.00964802898,0.009893780662,0.002821593381,0.002844348166,0.002543985,0.002680513712,0.00280794051,0.003053692191,0.002694166583,0.002826144338,0.002703268497,0.002648657013,4.46E-04,4.92E-04,3.50E-04,4.64E-04,4.64E-04,3.96E-04,4.28E-04,3.96E-04,4.00E-04,4.60E-04,4.78E-04,4.05E-04,5.19E-04,4.96E-04,4.00E-04,4.64E-04,5.01E-04,4.00E-04,4.69E-04,5.10E-04,32.92164162,29.38077192,18.04939346,17.97755884,20.05299023,18.15909091
91,Maintenance and control sector,Service provider,Quality control of chlorinated water using a reagent ,Open,fume cupboard ,operative,indoors,not operative,reagent ,< 1g,Yes ,"H319 Causes serious eye irritation
H335 May cause respiratory irritation.",,18,17,83,medium hazard and low exposure ,0.1075843039,0.02015981616,0.02061680681,0.02115649101,0.01558120506,0.01052819415,0.01122456085,0.01063700144,0.02173969813,0.02145679915,0.03275970126,0.03260737104,0.02187461917,0.02183109626,0.02195731272,0.03767779112,0.03756027924,0.03736007381,0.03783012134,0.03734701694,0.01561167111,0.01598161592,0.01594679758,0.01633850386,0.01608171863,0.01171636984,0.01173377901,0.01178165422,0.01162061942,0.01137689107,0.00867411779,0.008774220505,0.008774220505,0.008661060915,0.008517435281,0.01032798872,0.01003638516,0.01008426037,0.01030622726,0.0102322383,0.00354276562,0.00367768667,0.003642868334,0.003690743546,0.003399139987,0.00358628854,0.003394787695,0.003612402291,0.003642868334,0.003568879372,0.003486185825,0.003690743546,0.003612402291,0.003742971049,0.003494890409,0.003403492279,0.003668982086,0.003699448129,0.003760380216,0.04717449209,0.005866889504,0.005910412423,0.005897355547,0.005823366585,0.00597134451,0.00440451942,0.004330530457,0.004038926899,0.004304416706,0.004326178165,0.002267544089,0.002141327623,0.002106509288,0.002019463449,0.002237078045,0.002145679915,0.002176145958,0.00208910012,0.002210964294,0.002171793667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08822966,19.85876344,19.57577614,17.6619294,7.921698563,12.58695652
92,Surface care and treatment sector,Impregnation of wood and brick surfaces,Manual application of biocide on old frames,open,not operative,not operative,indoors,not operative,xylo-protector,> 20l,Yes ,None ,-,53,26,74,"High hazard : STOT product
average exposure : bruch painting, open process and no LEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636779331,0.006611203839,0.006350406843,0.006515578274,0.009945058766,0.0101884693,0.01007111065,0.01020585576,0.01037102719,0.05351119688,0.01049273246,0.0110012866,0.01101867306,0.01124904374,0.01114472495,0.01060574449,0.007189303846,0.00714583768,0.007002399332,0.007289276028,0.006872000835,0.007250156478,0.007489220391,0.007045865498,0.007328395577,0.004290110578,0.004264030878,0.004151018847,0.004381389526,0.004290110578,0.01182279713,0.01148810766,0.01181845052,0.01177933097,0.01183149037,0.01369618889,0.01353971069,0.01363968287,0.0137005355,0.01331368663,0.02025523333,0.019646707,0.02014222129,0.02070293484,0.0226589123,0.01973363934,0.0197249461,0.0188860491,0.01920335211,0.01949457542,0.02198084011,0.02209819876,0.02201561305,0.02237203561,0.02266325892,0.02634049656,0.02651870784,0.02654044092,0.02645350859,0.02730544544,0.01433079491,0.01466113777,0.01449161972,0.01319632798,0.01283990542,0.005250712845,0.005268099311,0.005120314347,0.00534633841,0.005163780513,0.004985569233,0.005124660964,0.005011648932,0.005285485778,0.005163780513,0.005159433897,0.005120314347,0.005224633146,0.005098581264,0.005150740663,60.07111065,58.56828364,19.27977774,20.7921487,8.919721782,18.7826087
93,Surface care and treatment sector,Service provider,Manual chemical stripping of antifouling on a boat ,Open,not operative,not operative,indoors,operative ( type not specified) ,Antifouling stripper ,None,Yes ,Flammable and harmful to aquatic organisms,-,27,18,82,Medium hazard and low exposure (ventilation and individual protection),0.01328213768,0.05642405325,0.01343885907,0.01337355849,0.01314282978,0.01330825791,0.01303399548,0.01289468758,0.01334743826,0.01294257467,0.004684228169,0.004227124119,0.004318544929,0.006473464022,0.008062444767,0.01073976849,0.01110545173,0.01119251917,0.01604217547,0.01574614618,0.01750055505,0.01765292307,0.0612824163,0.01736124715,0.01782705795,0.01802731306,0.01810132038,0.01300352188,0.01330825791,0.01361734732,0.01344321244,0.01348239279,0.01403091765,0.01368264789,0.01339097198,0.009246561925,0.0092813889,0.009172554602,0.009303155759,0.009150787743,0.01126652649,0.01132312032,0.0112795866,0.01142324788,0.01154078892,0.009660132255,0.009729786206,0.009546944586,0.009459877148,0.009690605859,0.01057434036,0.01104015115,0.01259865829,0.01264219201,0.01234616272,0.01649492615,0.01686931613,0.01690849648,0.01663423405,0.01680401555,0.01046550606,0.01074847523,0.01061787407,0.01025219083,0.01016947677,0.003160548002,0.003312916019,0.003060420449,0.003256322184,0.003186668234,0.006869620865,0.00564632336,0.004379492136,0.004684228169,0.004449146086,0.003600238565,0.003608945309,0.003517524499,0.003574118333,0.003639418912,0.003687306003,0.00370471949,0.003622005424,0.003743899838,0.003552351474,0.003713426234,0.003500111011,0.003469637408,0.003617652052,0.003561058218,0.001366958778,0.001436612728,0.001393079009,0.001454026216,0.001471439704,0.001480146447,0.001384372266,0.001427905985,0.001319071687,0.001414845869,35.36779027,32.66386964,23.19980302,23.47414904,9.49126551,15.23913043
94,laundry services sector ,laundry service provider  ,Dry cleaning ,enclosed but regularly open ,not operative,operative,indoors,not operative,textile cleaning product ,-,yes ,None ,-,37,19,81,medium hazard and low exposure,0,0.04771402124,0,0,0,0,0,0,0,0,0.01096945348,0.01108396713,0.01094082507,0.01092651086,0.01083108282,0.01104102452,0.01088833965,0.01127959462,0.01140842248,0.01096945348,0.01054479869,0.01050662748,0.006412764455,0.006164651545,0.006474792683,0.006522506704,0.006217136968,0.006493878291,0.006665648768,0.006112166121,0.007338416467,0.006837419244,0.007285931044,0.006870819059,0.006999646916,0.01198099073,0.0119094197,0.01169470661,0.01186647708,0.01160882137,0.01687644931,0.01681919249,0.01700050577,0.01653290836,0.01695756315,0.02087011289,0.02105619757,0.0211229972,0.02090351271,0.02136156731,0.02183870752,0.0215667376,0.02202479221,0.02191027855,0.02394289586,0.02417192316,0.02431506523,0.02394289586,0.02386178202,0.02407649512,0.02177190789,0.0220200208,0.02143790974,0.02233493334,0.02109914019,0.01542117167,0.01525894399,0.0152684868,0.01515874455,0.01537345764,0.006007195274,0.005935624243,0.006202822761,0.006159880142,0.003506980561,0.003626265614,0.0035928658,0.003564237387,0.00345926654,0.003487894953,0.002547928734,0.002237787596,0.002590871353,0.002466814898,0.002347529845,0.002352301247,0.002218701988,0.002237787596,0.002337987041,0.002261644607,0,0,0,0,0,0,0,0,0,0,45.05044326,43.49525705,19.32694006,19.30770592,8.603116031,17.71428571
95,Automotive  sector,a manufacturer of scooter accessories.,modelling ,open,not operative,not operative,indoors,not operative,styrene resin ,-,Yes ,"H319 Causes serious eye irritation.
H361d Suspected of damaging the unborn child.
H335 May cause respiratory irritation.
H372 Causes damage to organs through prolonged or repeated exposure.",-,71,25,75,high hazard and high exposure ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04157606549,0,0,0,0,0,0,0,0,0,0,0.003334400452,0.003525650354,0.003400922157,0.003463286255,0.003521492747,0.006265513069,0.006581491167,0.006111681627,0.00622809461,0.00637361084,0.01238966752,0.01242292837,0.01235640666,0.01255181417,0.01248113486,0.0123771947,0.01255181417,0.01199053729,0.01259339024,0.01220257522,0.02416816687,0.0236817269,0.02443009608,0.02407669953,0.02373161818,0.02394365612,0.02379398228,0.02423468857,0.0237399334,0.02472528615,0.03070392436,0.03052930489,0.03083696777,0.03095753836,0.03089101666,0.02835487666,0.02832161581,0.02793911601,0.02828003975,0.02808878985,0.02227229828,0.02194800497,0.02157382038,0.02179833114,0.02142414655,0.01798164832,0.01796917551,0.01805648524,0.01756173006,0.01786107773,0.007200974543,0.007508637428,0.007304914707,0.00719265933,0.007126137625,0.003209672256,0.003010107142,0.003105732092,0.003093259273,0.00307247124,69.18177887,69.55946392,13.41082624,12.93132551,8.577162021,19.375
96,Automotive  sector,a manufacturer of scooter accessories.,part modelling ,open,not operative,not operative,indoors,not operative,-,-,-,-,Dust ,56,23,77,"high hazard du to the dust 
high exposure : dispersive process, without collection system ",0,0,0,0,0,0,0,0,0,0,0,0,0.001297764306,0.00118432337,0.001302301943,0.001229699745,0.001229699745,0.001089032984,0.001370366505,0.001225162107,0.004442347048,0.004401508311,0.004088411328,0.004406045948,0.004088411328,0.00703787566,0.007369123192,0.007573316877,0.007428112479,0.05240063708,0.01315914856,0.01310015927,0.01291865377,0.01360383703,0.01328620241,0.0128369763,0.01267815899,0.01274168591,0.01352669719,0.01328620241,0.01615398926,0.01616760218,0.01653061317,0.01639448405,0.01629919366,0.01819592611,0.01856801238,0.01872682969,0.01742452775,0.01737915137,0.01860885112,0.01804618407,0.01830482941,0.0184863349,0.01826852831,0.01850448545,0.01854986183,0.01836381869,0.0179282055,0.01868599095,0.01619029036,0.01589988157,0.01551418239,0.01771493654,0.01835928106,0.01555502112,0.01599517195,0.01578190299,0.0157093008,0.01560493513,0.009683318284,0.0101098562,0.01038211445,0.009864823781,0.009996415266,0.009941963617,0.01000549054,0.01034581335,0.01020060895,0.01010531856,0.01015523258,0.01023691005,0.009941963617,0.007818349298,0.008004392433,0.006080434161,0.006316391308,0.005926154488,0.006289165483,0.006112197623,0.006062283611,0.00595791795,0.005903466301,0.005930692126,0.005985143775,0.006198412734,0.005830864102,0.006098584711,0.006266477296,0.006035057787,55.24039496,54.46960513,18.2118502,17.18263915,11.01614143,23.90909091
97,railway sector ,railway seat manufacturing company ,gluing ,dispersive,not operative,not operative,indoors,not operative,glue ,-,Yes ,H335 May cause respiratory irritation,-,58,23,77,medium hazard and high exposure ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.70E-04,7.87E-04,9.01E-04,8.31E-04,9.14E-04,8.14E-04,7.74E-04,8.22E-04,8.83E-04,7.87E-04,0.003171426707,0.002914754312,0.005733800274,0.005946968873,0.005533682814,0.005720749135,0.006047027603,0.005720749135,0.006116633676,0.005703347617,0.009366367216,0.009414221391,0.009083592543,0.009466425946,0.009409871011,0.009279359624,0.009466425946,0.009483827464,0.00678659213,0.006608226568,0.01440845714,0.01434755182,0.01436495334,0.01428229613,0.0139473169,0.01426054423,0.0141822374,0.01421269006,0.01416918626,0.05897809584,0.02947817197,0.02927805451,0.02942161704,0.02889522111,0.03013507929,0.0362647641,0.03641267701,0.03561655754,0.03542079046,0.03601244209,0.03388510648,0.03394166141,0.03368063864,0.03407652318,0.03403301938,0.02714636852,0.02773802014,0.02733778522,0.02700715637,0.02486241925,0.004437387162,0.004402584125,0.004493942096,0.004306875775,0.004450438301,0.002218693581,0.002066430296,0.00213168599,0.002201292063,0.002136036369,0,0,0,0,0,0,0,0,0,0,62.80150523,62.32143586,10.47477617,10.86326836,10.6565652,21.23913043
98,railway sector ,railway seat manufacturing company ,gluing ,dispersive,not operative,not operative,indoors,not operative,glue ,-,Yes ,H335 May cause respiratory irritation,-,58,20,80,medium hazard and high exposure ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28E-04,9.33E-04,9.11E-04,9.79E-04,8.88E-04,8.74E-04,9.52E-04,9.56E-04,9.93E-04,8.83E-04,0.003237100541,0.003300840918,0.006305744374,0.005968830956,0.00601891268,0.008413729677,0.00828169604,0.008623162342,0.008336330649,0.008067710491,0.01079944091,0.01062643131,0.01078578225,0.01086318128,0.01071748899,0.01100887357,0.01072204188,0.01102253222,0.008313566229,0.008404623909,0.01588956525,0.01618550271,0.01614907963,0.01593509409,0.01581216622,0.01394093088,0.01361312323,0.01341734922,0.0140228828,0.06021644411,0.02776803966,0.02760868872,0.02728543396,0.02742657336,0.02754494835,0.03404646673,0.03395540905,0.03403736097,0.03475671664,0.03401459655,0.03211149102,0.03147864014,0.0316334382,0.03152872187,0.0320887266,0.02497712176,0.02496346311,0.02566460725,0.02463110257,0.02419857859,0.004416297504,0.004634835937,0.004557436908,0.004712234965,0.004461826344,0.002294653548,0.002367499693,0.002376605461,0.002271889128,0.002089773767,0,0,0,0,0,0,0,0,0,0,61.81828985,61.26322926,11.22819282,11.35600367,10.30335338,20.5
99,Metalworking sector ,Metalworking company ,metal degreasing with acid ,dispersive,not operative,operative,indoors,operative ( type not specified) ,degreaser ,10L,Yes ,"H302 Harmful if swallowed
H332 Harmful if inhaled.",-,51,22,78,medium exposure : dispersive process but use od ventilation and individual protection ,4.86E-04,4.45E-04,4.50E-04,4.50E-04,0.0458832665,3.95E-04,4.95E-04,4.63E-04,4.04E-04,4.27E-04,4.04E-04,5.27E-04,4.90E-04,4.45E-04,4.81E-04,3.86E-04,3.95E-04,4.68E-04,4.31E-04,3.45E-04,0.005830771397,0.005989709869,0.00563550413,0.005962463274,0.005658209626,0.006039661961,0.005749031611,0.005744490511,0.005830771397,0.005912511182,0.01311015344,0.0133417495,0.01359605106,0.01360059216,0.01310107125,0.01299662596,0.01242898856,0.01306928355,0.01256522154,0.01215652261,0.01084414493,0.01115293968,0.01069882976,0.01079419284,0.01058530228,0.01440890782,0.01387759921,0.01430900364,0.01422726385,0.01422726385,0.01865937669,0.01862758899,0.02124326214,0.02222868067,0.02228771496,0.01528079887,0.01531712766,0.01574399099,0.01538978525,0.01535799756,0.01967658291,0.0203532067,0.0203395834,0.02051214517,0.01999445986,0.01730158802,0.01781927333,0.01645694357,0.01495383973,0.01507644941,0.0133508317,0.01320551653,0.01315102334,0.01355518117,0.01331450291,0.01318735213,0.01316010554,0.01311923564,0.01351431127,0.01345527698,0.007565471298,0.007365662932,0.007347498535,0.007515519207,0.007660834382,0.007678998778,0.007701704275,0.007756197465,0.007560930199,0.05278119622,0.001725617703,0.001562138131,0.001612090223,0.001666583413,0.001639336818,0.001553055933,0.001403199659,0.001575761429,0.00157122033,0.001407740758,55.07421064,54.52565252,20.00258248,20.37662251,19.40355467,22.95454545
100,Metalworking sector ,metalworking company ,chemical degreasing ,dispersive,not operative,operative,indoors,operative ( type not specified) ,neutralizing agent,10L,yes ,None ,-,41,19,81,low hazard and medium exposure ( dispersive precess but use of protective equipment),3.96E-04,4.91E-04,4.19E-04,5.19E-04,0.04596080001,4.78E-04,4.60E-04,4.09E-04,4.41E-04,4.32E-04,0.005041038053,0.004972792953,0.005000090993,0.00513203152,0.005045587727,0.005163879233,0.005081985113,0.00506378642,0.00488634916,0.00494094524,0.007907332254,0.008180312654,0.00773899434,0.008043822454,0.0078481865,0.007770842054,0.007729894994,0.007893683234,0.008125716574,0.0080529218,0.01639247302,0.01622868478,0.01615134033,0.0164470691,0.01681104297,0.02035978817,0.02018235091,0.02015050319,0.02023694699,0.02004586071,0.02483666673,0.02470017653,0.02471382555,0.02439079874,0.02478662032,0.01702032794,0.01702487761,0.01683379133,0.01652896322,0.01655626126,0.01741614952,0.0175389907,0.01711587108,0.01737065279,0.01684744035,0.01463629911,0.01492292853,0.0145362063,0.01471819323,0.01483648474,0.009490618574,0.009572512694,0.009558863674,0.009463320534,0.009645307467,0.007174834847,0.00722033158,0.00712478844,0.00747966296,0.05279895903,0.005946423047,0.005996469453,0.005368614533,0.006192105407,0.005955522393,0.005859979253,0.005905475987,0.005750787093,0.005696191013,0.005846330233,0.005655243953,0.005232124333,0.005564250487,0.005436859633,0.005386813227,0.005386813227,0.00530946878,0.005523303427,0.005791734153,0.00530946878,0.00301643342,0.00268885694,0.002766201387,0.002679757593,0.002584214453,0.002884492893,0.002857194853,0.002766201387,0.00262061184,0.002529618373,47.13852845,45.56177997,19.50345646,18.83261802,19.44610055,23.40909091
101,Metalworking sector ,metalworking company ,chemical degreasing ,dispersive,not operative,operative,indoors,operative ( type not specified) ,metal detergent ,10L,yes ,None ,-,47,17,83,medium hazard and exposure,4.79E-04,4.83E-04,4.79E-04,5.15E-04,0.04602489483,4.28E-04,3.87E-04,4.51E-04,5.42E-04,4.38E-04,0.002679999818,0.002834965794,0.002739251514,0.002461224322,0.002771156274,0.003696394306,0.003678163015,0.003696394306,0.003650816078,0.003842244637,0.003509523571,0.003587006559,0.00396074803,0.003623469141,0.00389693851,0.003664489547,0.003514081394,0.003728299066,0.003787550763,0.003732856889,0.01668618934,0.01700979476,0.01646741385,0.01670442063,0.0168776179,0.01685027096,0.01620306012,0.01622584924,0.01650843425,0.01642183562,0.02044183534,0.02024584896,0.02094775368,0.02139897814,0.02096598497,0.0166770737,0.01675911451,0.01705081517,0.01722401243,0.01712829815,0.0177162573,0.01763877431,0.01831333209,0.01793503279,0.0177162573,0.01803074707,0.01747469269,0.01800795796,0.01806265183,0.01806720966,0.01015482924,0.01019584965,0.01029612175,0.009977074151,0.009972516328,0.007948842997,0.008103808973,0.008003536871,0.007547754589,0.007994421225,0.01123959107,0.01164979513,0.01151761826,0.01118033938,0.01158142778,0.01129884277,0.01181843457,0.01146292439,0.01164067948,0.05707761516,0.005938843133,0.005984421362,0.005897822728,0.006102924755,0.005870475791,0.006125713869,0.006180407743,0.005906938374,0.005865917968,0.006225985971,0.003587006559,0.003550543976,0.00357333309,0.003545986153,0.003705509952,0.00360523785,0.003669047369,0.003646258255,0.003705509952,0.003609795673,51.87535266,50.71113964,20.16237034,19.57476864,20.52135554,24.31818182
