visit_id,date,city,museum,visitor_type,party_size,revenue
VIS000429,2024-07-13,NYC,Guggenheim,Senior,5,60
VIS000430,2024-07-12,NYC,Guggenheim,Child,5,60
VIS000431,2025-11-21,NYC,Guggenheim,Adult,4,48
VIS000432,2023-07-12,Chicago,Field Museum,Child,2,50
VIS000433,2023-08-09,NYC,MoMA,Adult,6,72
VIS000434,2021-06-14,Chicago,Science and Industry,Child,4,120
VIS000435,2022-03-02,Chicago,Science and Industry,Senior,2,24
VIS000436,2023-06-29,NYC,Guggenheim,Student,3,36
VIS000437,2024-10-28,NYC,Guggenheim,Child,2,50
VIS000438,2022-08-24,NYC,Metropolitan Museum,Adult,4,100
VIS000439,2025-04-02,NYC,Metropolitan Museum,Adult,1,25
VIS000440,2021-04-21,NYC,Guggenheim,Senior,3,54
VIS000441,2022-11-06,NYC,MoMA,Senior,4,100
VIS000442,2024-04-08,Chicago,Art Institute of Chicago,Senior,3,0
VIS000443,2024-04-17,NYC,Whitney,Student,6,0
VIS000444,2021-06-19,NYC,MoMA,Adult,2,36
VIS000445,2023-01-18,NYC,Whitney,Senior,1,0
VIS000446,2024-02-13,Chicago,Field Museum,Senior,4,0
VIS000447,2022-05-31,NYC,Guggenheim,Senior,2,0
VIS000448,2024-06-04,Chicago,Art Institute of Chicago,Child,6,0
VIS000449,2022-01-31,Chicago,Shedd Aquarium,Member,3,75
VIS000450,2021-06-11,Chicago,Art Institute of Chicago,Child,6,72
VIS000451,2022-10-15,Chicago,Shedd Aquarium,Senior,4,0
VIS000452,2025-01-12,Chicago,Art Institute of Chicago,Member,6,180
VIS000453,2021-05-04,NYC,Whitney,Student,3,36
VIS000454,2022-11-18,Chicago,Shedd Aquarium,Senior,4,120
VIS000455,2024-06-10,NYC,Metropolitan Museum,Child,4,72
VIS000456,2025-11-11,Chicago,Shedd Aquarium,Student,6,108
VIS000457,2024-06-10,Chicago,Art Institute of Chicago,Student,6,72
VIS000458,2021-07-23,Chicago,Art Institute of Chicago,Student,6,150
VIS000459,2022-12-22,NYC,MoMA,Adult,4,0
VIS000460,2024-09-05,NYC,Metropolitan Museum,Adult,6,108
VIS000461,2022-03-15,Chicago,Field Museum,Senior,1,18
VIS000462,2021-12-23,NYC,Metropolitan Museum,Adult,3,75
VIS000463,2025-06-17,Chicago,Field Museum,Child,1,0
VIS000464,2021-10-16,NYC,MoMA,Adult,1,25
VIS000465,2022-01-02,Chicago,Art Institute of Chicago,Member,3,54
VIS000466,2023-11-17,NYC,Guggenheim,Student,2,0
VIS000467,2025-12-05,NYC,Guggenheim,Child,2,50
VIS000468,2021-12-01,Chicago,Shedd Aquarium,Student,3,0
VIS000469,2025-04-11,Chicago,Art Institute of Chicago,Child,1,12
VIS000470,2025-12-17,Chicago,Science and Industry,Senior,4,72
VIS000471,2021-07-08,Chicago,Field Museum,Member,5,0
VIS000472,2022-03-13,Chicago,Art Institute of Chicago,Adult,5,150
VIS000473,2021-12-26,NYC,Guggenheim,Student,5,60
VIS000474,2021-02-27,Chicago,Field Museum,Senior,3,75
VIS000475,2021-12-17,NYC,Guggenheim,Student,5,60
VIS000476,2023-04-14,Chicago,Shedd Aquarium,Senior,2,60
VIS000477,2021-06-09,NYC,MoMA,Student,2,50
VIS000478,2023-08-10,NYC,MoMA,Member,3,36
VIS000479,2021-03-19,NYC,MoMA,Child,1,25
VIS000480,2022-11-30,Chicago,Art Institute of Chicago,Student,6,150
VIS000481,2023-07-07,Chicago,Shedd Aquarium,Student,1,30
VIS000482,2024-11-14,Chicago,Art Institute of Chicago,Member,4,100
VIS000483,2025-06-25,Chicago,Field Museum,Student,4,100
VIS000484,2024-11-10,NYC,Metropolitan Museum,Senior,1,18
VIS000485,2021-09-17,NYC,Metropolitan Museum,Student,3,54
VIS000486,2025-04-11,Chicago,Shedd Aquarium,Child,3,75
VIS000487,2022-10-31,Chicago,Art Institute of Chicago,Senior,1,18
VIS000488,2021-08-13,NYC,MoMA,Student,4,48
VIS000489,2022-08-21,Chicago,Field Museum,Adult,4,0
VIS000490,2022-04-09,NYC,Whitney,Member,1,18
VIS000491,2024-08-23,NYC,Metropolitan Museum,Student,3,90
VIS000492,2023-07-03,Chicago,Field Museum,Member,4,48
VIS000493,2023-06-18,Chicago,Shedd Aquarium,Member,4,48
VIS000494,2022-06-24,Chicago,Science and Industry,Member,3,36
VIS000495,2024-12-16,NYC,Whitney,Student,6,108
VIS000496,2021-11-29,Chicago,Art Institute of Chicago,Adult,3,0
VIS000497,2025-07-12,Chicago,Field Museum,Student,2,50
VIS000498,2022-05-12,Chicago,Art Institute of Chicago,Child,1,25
VIS000499,2023-03-24,Chicago,Science and Industry,Child,3,54
VIS000500,2022-06-12,Chicago,Science and Industry,Member,1,0
VIS000501,2022-05-30,NYC,Metropolitan Museum,Member,3,90
VIS000502,2023-04-04,NYC,Whitney,Senior,1,30
VIS000503,2022-10-17,NYC,Whitney,Adult,3,75
VIS000504,2024-10-01,Chicago,Shedd Aquarium,Student,6,150
VIS000505,2022-11-21,Chicago,Science and Industry,Adult,5,125
VIS000506,2021-01-05,Chicago,Art Institute of Chicago,Adult,2,0
VIS000507,2025-09-29,Chicago,Field Museum,Adult,6,180
VIS000508,2021-07-29,NYC,MoMA,Senior,5,90
VIS000509,2023-11-29,NYC,MoMA,Child,3,90
VIS000510,2025-04-02,NYC,Metropolitan Museum,Member,5,150
VIS000511,2024-11-09,NYC,MoMA,Student,2,0
VIS000512,2024-03-16,Chicago,Science and Industry,Member,1,12
VIS000513,2021-05-16,NYC,Metropolitan Museum,Child,1,0
VIS000514,2024-07-31,Chicago,Art Institute of Chicago,Child,6,180
VIS000515,2025-03-01,NYC,Metropolitan Museum,Child,6,72
VIS000516,2024-07-08,Chicago,Science and Industry,Senior,1,30
VIS000517,2025-06-21,NYC,MoMA,Member,3,0
VIS000518,2021-06-25,NYC,Whitney,Member,1,25
VIS000519,2022-07-07,Chicago,Shedd Aquarium,Child,1,25
VIS000520,2022-05-18,Chicago,Shedd Aquarium,Adult,5,0
VIS000521,2021-10-04,Chicago,Art Institute of Chicago,Senior,6,72
VIS000522,2025-06-07,Chicago,Field Museum,Child,3,90
VIS000523,2024-05-26,NYC,Whitney,Student,1,25
VIS000524,2022-12-05,Chicago,Shedd Aquarium,Adult,3,90
VIS000525,2025-07-30,NYC,Metropolitan Museum,Student,5,90
VIS000526,2023-01-03,NYC,Guggenheim,Member,5,125
VIS000527,2024-04-04,NYC,MoMA,Member,4,72
VIS000528,2024-10-08,Chicago,Science and Industry,Member,3,75
VIS000529,2024-12-11,Chicago,Shedd Aquarium,Member,4,48
VIS000530,2023-04-28,NYC,Guggenheim,Senior,2,60
VIS000531,2023-06-15,NYC,Guggenheim,Adult,4,48
VIS000532,2025-09-03,Chicago,Art Institute of Chicago,Child,4,120
VIS000533,2025-03-03,NYC,Guggenheim,Student,1,18
VIS000534,2023-08-01,Chicago,Science and Industry,Adult,1,25
VIS000535,2023-10-21,Chicago,Science and Industry,Member,2,50
VIS000536,2021-06-27,Chicago,Shedd Aquarium,Adult,2,0
VIS000537,2021-08-31,Chicago,Art Institute of Chicago,Student,5,90
VIS000538,2022-03-10,NYC,Guggenheim,Member,4,0
VIS000539,2022-01-13,Chicago,Field Museum,Student,1,25
VIS000540,2024-11-23,Chicago,Shedd Aquarium,Child,4,0
VIS000541,2023-02-06,Chicago,Science and Industry,Child,2,50
VIS000542,2021-11-03,Chicago,Science and Industry,Member,5,90
VIS000543,2025-02-06,Chicago,Art Institute of Chicago,Member,4,72
VIS000544,2024-02-22,NYC,Guggenheim,Child,4,120
VIS000545,2022-11-07,Chicago,Art Institute of Chicago,Member,1,12
VIS000546,2021-04-18,Chicago,Field Museum,Student,2,36
VIS000547,2024-04-27,Chicago,Field Museum,Child,5,125
VIS000548,2022-12-17,NYC,MoMA,Child,4,100
VIS000549,2023-10-27,NYC,Metropolitan Museum,Member,4,120
VIS000550,2021-09-22,Chicago,Field Museum,Member,2,0
VIS000551,2023-06-10,Chicago,Art Institute of Chicago,Adult,6,72
VIS000552,2024-12-23,Chicago,Shedd Aquarium,Member,1,25
VIS000553,2024-08-27,Chicago,Science and Industry,Student,5,125
VIS000554,2023-07-11,Chicago,Shedd Aquarium,Member,3,90
VIS000555,2023-07-19,Chicago,Art Institute of Chicago,Adult,4,100
VIS000556,2022-02-01,NYC,Guggenheim,Adult,3,0
VIS000557,2021-05-13,Chicago,Shedd Aquarium,Member,6,72
VIS000558,2022-01-05,Chicago,Field Museum,Child,5,150
VIS000559,2022-10-12,NYC,Guggenheim,Member,4,0
VIS000560,2021-08-21,Chicago,Science and Industry,Child,3,75
VIS000561,2025-11-02,NYC,Guggenheim,Member,6,0
VIS000562,2021-07-29,Chicago,Art Institute of Chicago,Member,3,90
VIS000563,2022-05-27,NYC,Whitney,Adult,2,50
VIS000564,2023-10-02,Chicago,Shedd Aquarium,Child,3,36
VIS000565,2024-11-26,NYC,MoMA,Student,5,90
VIS000566,2022-05-15,NYC,MoMA,Adult,6,0
VIS000567,2024-10-31,NYC,Guggenheim,Member,3,75
VIS000568,2023-05-20,Chicago,Field Museum,Adult,3,0
VIS000569,2025-11-21,NYC,Guggenheim,Student,4,48
VIS000570,2025-10-29,Chicago,Art Institute of Chicago,Adult,6,0
VIS000571,2022-02-03,NYC,Whitney,Student,1,12
VIS000572,2023-08-18,Chicago,Shedd Aquarium,Senior,1,12
VIS000573,2022-08-14,NYC,MoMA,Child,5,60
VIS000574,2025-03-03,NYC,Metropolitan Museum,Student,6,108
VIS000575,2025-09-16,Chicago,Science and Industry,Senior,4,72
VIS000576,2023-01-20,Chicago,Shedd Aquarium,Member,2,0
VIS000577,2025-08-15,Chicago,Art Institute of Chicago,Senior,1,12
VIS000578,2025-03-22,NYC,Metropolitan Museum,Member,6,180
VIS000579,2022-07-14,NYC,MoMA,Member,2,50
VIS000580,2023-09-12,Chicago,Art Institute of Chicago,Adult,1,18
VIS000581,2022-03-04,Chicago,Shedd Aquarium,Adult,3,54
VIS000582,2023-03-27,Chicago,Shedd Aquarium,Student,6,108
VIS000583,2023-11-06,Chicago,Shedd Aquarium,Student,5,125
VIS000584,2025-04-17,NYC,Metropolitan Museum,Member,1,30
VIS000585,2024-01-25,Chicago,Field Museum,Student,6,0
VIS000586,2022-04-14,Chicago,Field Museum,Senior,5,150
VIS000587,2024-08-16,NYC,MoMA,Senior,6,150
VIS000588,2023-11-09,NYC,Metropolitan Museum,Child,5,90
VIS000589,2021-08-13,Chicago,Field Museum,Child,3,54
VIS000590,2023-12-22,NYC,Guggenheim,Senior,5,125
VIS000591,2021-03-06,Chicago,Art Institute of Chicago,Adult,6,150
VIS000592,2025-04-24,Chicago,Shedd Aquarium,Senior,6,150
VIS000593,2022-04-22,NYC,Whitney,Senior,2,36
VIS000594,2021-02-22,NYC,MoMA,Adult,1,0
VIS000595,2021-11-09,Chicago,Field Museum,Adult,4,72
VIS000596,2024-01-03,Chicago,Shedd Aquarium,Member,5,60
VIS000597,2023-10-21,Chicago,Shedd Aquarium,Adult,1,0
VIS000598,2021-08-04,NYC,Metropolitan Museum,Adult,3,0
VIS000599,2023-08-07,NYC,Guggenheim,Member,6,150
VIS000600,2023-08-04,Chicago,Art Institute of Chicago,Child,4,72
VIS000601,2021-11-02,NYC,Guggenheim,Senior,6,108
VIS000602,2022-02-05,NYC,Metropolitan Museum,Student,1,0
VIS000603,2023-03-04,NYC,Whitney,Student,6,72
VIS000604,2023-12-07,Chicago,Art Institute of Chicago,Adult,5,0
VIS000605,2024-10-17,NYC,Guggenheim,Adult,3,36
VIS000606,2025-01-10,Chicago,Shedd Aquarium,Student,5,150
VIS000607,2023-09-23,NYC,MoMA,Student,5,60
VIS000608,2024-01-29,Chicago,Field Museum,Adult,3,36
VIS000609,2025-06-24,Chicago,Field Museum,Adult,1,12
VIS000610,2022-08-23,Chicago,Art Institute of Chicago,Student,3,75
VIS000611,2023-11-15,Chicago,Art Institute of Chicago,Student,2,60
VIS000612,2024-04-16,NYC,Guggenheim,Adult,2,36
VIS000613,2022-05-01,Chicago,Science and Industry,Student,4,0
VIS000614,2024-10-04,Chicago,Science and Industry,Senior,3,36
VIS000615,2022-01-14,NYC,MoMA,Student,1,0
VIS000616,2021-08-21,Chicago,Art Institute of Chicago,Senior,5,0
VIS000617,2024-06-26,NYC,Metropolitan Museum,Member,4,72
VIS000618,2024-12-16,NYC,Whitney,Student,3,90
VIS000619,2023-01-12,NYC,MoMA,Child,1,25
VIS000620,2021-06-12,NYC,Metropolitan Museum,Child,1,25
VIS000621,2023-10-09,Chicago,Field Museum,Child,2,60
VIS000622,2021-12-25,NYC,Whitney,Adult,6,150
VIS000623,2025-02-01,NYC,Whitney,Student,5,60
VIS000624,2021-12-05,NYC,MoMA,Senior,4,100
VIS000625,2024-02-26,Chicago,Shedd Aquarium,Adult,1,0
VIS000626,2024-03-11,NYC,MoMA,Adult,6,0
VIS000627,2022-04-13,NYC,MoMA,Member,3,75
VIS000628,2022-06-29,NYC,Metropolitan Museum,Adult,5,0
VIS000629,2022-12-19,Chicago,Shedd Aquarium,Senior,1,0
VIS000630,2023-01-20,Chicago,Art Institute of Chicago,Senior,6,72
VIS000631,2023-01-03,Chicago,Shedd Aquarium,Senior,2,36
VIS000632,2025-03-18,NYC,MoMA,Adult,3,75
VIS000633,2021-07-25,Chicago,Field Museum,Member,3,54
VIS000634,2024-06-08,Chicago,Art Institute of Chicago,Child,6,108
VIS000635,2023-02-07,Chicago,Art Institute of Chicago,Member,1,18
VIS000636,2021-11-30,Chicago,Shedd Aquarium,Student,3,36
VIS000637,2022-10-02,Chicago,Science and Industry,Adult,6,108
VIS000638,2022-02-22,Chicago,Science and Industry,Student,5,150
VIS000639,2022-09-25,NYC,Whitney,Member,4,100
VIS000640,2025-08-23,Chicago,Science and Industry,Student,3,54
VIS000641,2024-02-22,Chicago,Shedd Aquarium,Senior,6,72
VIS000642,2022-07-31,NYC,Metropolitan Museum,Member,4,100
VIS000643,2023-02-27,NYC,Metropolitan Museum,Student,5,125
VIS000644,2023-09-19,Chicago,Art Institute of Chicago,Member,3,54
VIS000645,2024-12-27,Chicago,Shedd Aquarium,Member,3,75
VIS000646,2021-11-05,NYC,MoMA,Student,1,12
VIS000647,2022-07-14,Chicago,Science and Industry,Member,4,100
VIS000648,2021-04-20,Chicago,Science and Industry,Senior,3,36
VIS000649,2023-07-02,Chicago,Science and Industry,Member,1,30
VIS000650,2021-11-12,Chicago,Field Museum,Student,1,30
VIS000651,2025-09-12,NYC,Guggenheim,Adult,4,100
VIS000652,2021-08-15,Chicago,Science and Industry,Student,4,100
VIS000653,2022-05-13,NYC,Guggenheim,Member,5,60
VIS000654,2021-03-12,NYC,Guggenheim,Adult,4,0
VIS000655,2022-01-02,Chicago,Art Institute of Chicago,Student,2,50
VIS000656,2024-07-11,Chicago,Shedd Aquarium,Senior,2,0
VIS000657,2023-01-21,NYC,Metropolitan Museum,Member,6,180
VIS000658,2023-09-06,NYC,Metropolitan Museum,Child,5,125
VIS000659,2021-06-24,NYC,Metropolitan Museum,Student,5,0
VIS000660,2024-05-14,Chicago,Shedd Aquarium,Student,3,90
VIS000661,2023-05-02,Chicago,Science and Industry,Adult,1,12
VIS000662,2024-08-08,NYC,Whitney,Senior,2,36
VIS000663,2025-10-30,Chicago,Shedd Aquarium,Senior,2,36
VIS000664,2022-08-16,NYC,Metropolitan Museum,Student,5,0
VIS000665,2024-07-11,Chicago,Shedd Aquarium,Senior,6,150
VIS000666,2025-05-08,NYC,Whitney,Member,4,120
VIS000667,2024-07-20,Chicago,Field Museum,Adult,4,120
VIS000668,2023-09-07,Chicago,Shedd Aquarium,Member,1,18
VIS000669,2023-04-05,NYC,Metropolitan Museum,Student,6,0
VIS000670,2024-07-15,Chicago,Science and Industry,Student,3,36
VIS000671,2024-03-02,NYC,Whitney,Adult,4,48
VIS000672,2023-04-23,NYC,Metropolitan Museum,Senior,4,0
VIS000673,2025-11-17,Chicago,Shedd Aquarium,Student,5,90
VIS000674,2024-04-17,Chicago,Science and Industry,Student,5,0
VIS000675,2025-05-30,Chicago,Art Institute of Chicago,Student,1,0
VIS000676,2021-10-06,NYC,Metropolitan Museum,Child,3,36
VIS000677,2025-12-08,NYC,MoMA,Senior,1,0
VIS000678,2024-12-26,Chicago,Shedd Aquarium,Adult,4,72
VIS000679,2024-07-28,NYC,MoMA,Student,3,75
VIS000680,2024-07-20,NYC,MoMA,Child,2,36
VIS000681,2024-05-13,NYC,Whitney,Child,3,0
VIS000682,2025-10-26,Chicago,Art Institute of Chicago,Senior,3,54
VIS000683,2023-08-12,Chicago,Science and Industry,Student,3,54
VIS000684,2022-12-11,NYC,Metropolitan Museum,Member,4,0
VIS000685,2023-05-15,Chicago,Shedd Aquarium,Student,3,0
VIS000686,2022-12-12,Chicago,Science and Industry,Senior,4,0
VIS000687,2022-09-24,NYC,Whitney,Member,5,125
VIS000688,2021-11-20,Chicago,Field Museum,Child,3,75
VIS000689,2023-10-05,Chicago,Field Museum,Member,1,25
VIS000690,2021-10-21,Chicago,Shedd Aquarium,Student,2,50
VIS000691,2024-11-01,NYC,Guggenheim,Student,6,150
VIS000692,2024-07-06,Chicago,Art Institute of Chicago,Student,4,100
VIS000693,2025-11-18,NYC,Whitney,Member,2,0
VIS000694,2022-06-01,Chicago,Shedd Aquarium,Child,1,30
VIS000695,2023-01-29,NYC,Guggenheim,Student,2,60
VIS000696,2021-07-10,Chicago,Science and Industry,Adult,3,36
VIS000697,2021-02-03,Chicago,Art Institute of Chicago,Child,5,150
VIS000698,2023-05-10,Chicago,Field Museum,Child,5,60
VIS000699,2022-09-06,NYC,Guggenheim,Student,4,0
VIS000700,2024-02-02,NYC,Guggenheim,Senior,1,30
VIS000701,2021-01-27,Chicago,Science and Industry,Member,5,60
VIS000702,2022-05-16,NYC,MoMA,Student,1,30
VIS000703,2023-07-13,NYC,Metropolitan Museum,Member,6,150
VIS000704,2024-03-02,NYC,MoMA,Child,2,60
VIS000705,2024-10-19,Chicago,Art Institute of Chicago,Senior,1,18
VIS000706,2025-04-24,Chicago,Art Institute of Chicago,Member,1,25
VIS000707,2022-02-21,NYC,MoMA,Student,2,36
VIS000708,2021-12-28,Chicago,Science and Industry,Member,3,0
VIS000709,2021-07-19,NYC,Whitney,Senior,5,0
VIS000710,2024-03-19,Chicago,Field Museum,Child,1,18
VIS000711,2025-07-21,NYC,MoMA,Member,1,18
VIS000712,2022-07-18,NYC,Guggenheim,Senior,3,90
VIS000713,2021-03-11,NYC,Metropolitan Museum,Member,2,60
VIS000714,2022-09-01,NYC,Whitney,Child,6,72
VIS000715,2021-08-03,Chicago,Science and Industry,Member,6,108
VIS000716,2022-07-19,Chicago,Field Museum,Senior,6,72
VIS000717,2021-08-31,Chicago,Field Museum,Student,4,48
VIS000718,2024-06-01,Chicago,Art Institute of Chicago,Adult,1,18
VIS000719,2024-04-12,Chicago,Art Institute of Chicago,Child,2,0
VIS000720,2025-04-10,Chicago,Art Institute of Chicago,Child,4,72
VIS000721,2023-01-11,Chicago,Field Museum,Child,6,0
VIS000722,2023-05-02,Chicago,Field Museum,Member,5,0
VIS000723,2022-02-02,NYC,Guggenheim,Member,4,0
VIS000724,2021-04-28,NYC,Guggenheim,Senior,3,36
VIS000725,2023-11-08,NYC,MoMA,Child,6,108
VIS000726,2021-01-18,Chicago,Art Institute of Chicago,Child,3,75
VIS000727,2023-10-18,Chicago,Art Institute of Chicago,Adult,2,60
VIS000728,2022-07-23,NYC,Whitney,Adult,6,150
VIS000729,2022-10-14,NYC,MoMA,Student,4,0
VIS000730,2022-10-01,Chicago,Field Museum,Child,5,150
VIS000731,2023-02-05,Chicago,Science and Industry,Senior,3,75
VIS000732,2021-04-17,NYC,MoMA,Senior,3,54
VIS000733,2025-08-06,NYC,Guggenheim,Child,6,0
VIS000734,2022-04-20,Chicago,Field Museum,Student,4,72
VIS000735,2021-02-13,Chicago,Shedd Aquarium,Child,5,60
VIS000736,2024-11-20,Chicago,Field Museum,Adult,5,125
VIS000737,2025-10-13,Chicago,Shedd Aquarium,Senior,2,36
VIS000738,2024-06-02,Chicago,Field Museum,Member,1,0
VIS000739,2021-04-01,Chicago,Shedd Aquarium,Adult,4,72
VIS000740,2023-01-22,Chicago,Field Museum,Adult,5,125
VIS000741,2024-08-20,NYC,Metropolitan Museum,Adult,2,60
VIS000742,2025-01-01,Chicago,Field Museum,Senior,6,108
VIS000743,2023-09-11,Chicago,Shedd Aquarium,Student,1,30
VIS000744,2025-10-29,NYC,Whitney,Adult,1,0
VIS000745,2022-09-13,Chicago,Art Institute of Chicago,Member,5,150
VIS000746,2022-10-16,NYC,Metropolitan Museum,Child,4,48
VIS000747,2022-07-01,NYC,Metropolitan Museum,Member,4,0
VIS000748,2025-05-30,NYC,Metropolitan Museum,Senior,3,75
VIS000749,2024-07-13,NYC,Guggenheim,Member,2,50
VIS000750,2025-02-21,Chicago,Science and Industry,Student,6,180
VIS000751,2021-04-01,Chicago,Field Museum,Child,3,75
VIS000752,2024-05-26,Chicago,Science and Industry,Senior,1,30
VIS000753,2021-01-27,Chicago,Art Institute of Chicago,Member,5,150
VIS000754,2021-08-24,NYC,Whitney,Child,5,60
VIS000755,2021-11-19,Chicago,Science and Industry,Adult,3,0
VIS000756,2023-08-17,NYC,MoMA,Child,3,36
VIS000757,2022-09-19,Chicago,Science and Industry,Member,2,50
VIS000758,2021-06-16,NYC,Metropolitan Museum,Child,6,150
VIS000759,2024-07-13,Chicago,Science and Industry,Member,5,90
VIS000760,2023-07-31,Chicago,Science and Industry,Member,1,12
VIS000761,2024-08-19,Chicago,Science and Industry,Senior,2,50
VIS000762,2024-10-29,NYC,Guggenheim,Child,3,75
VIS000763,2022-01-07,Chicago,Shedd Aquarium,Student,6,72
VIS000764,2025-10-11,Chicago,Science and Industry,Member,1,25
VIS000765,2022-05-10,Chicago,Science and Industry,Senior,3,36
VIS000766,2025-10-04,Chicago,Field Museum,Member,3,36
VIS000767,2023-09-07,Chicago,Art Institute of Chicago,Student,6,150
VIS000768,2022-09-08,Chicago,Art Institute of Chicago,Member,6,108
VIS000769,2021-11-09,Chicago,Shedd Aquarium,Child,3,0
VIS000770,2025-10-08,NYC,Metropolitan Museum,Senior,5,125
VIS000771,2024-05-23,Chicago,Science and Industry,Senior,3,90
VIS000772,2023-11-17,Chicago,Shedd Aquarium,Child,1,30
VIS000773,2024-11-16,NYC,Whitney,Child,1,30
VIS000774,2023-11-22,NYC,Metropolitan Museum,Adult,4,72
VIS000775,2021-12-02,Chicago,Shedd Aquarium,Child,6,150
VIS000776,2025-11-02,Chicago,Science and Industry,Student,2,60
VIS000777,2022-07-07,Chicago,Art Institute of Chicago,Adult,5,90
VIS000778,2024-04-12,Chicago,Art Institute of Chicago,Member,2,36
VIS000779,2021-07-07,Chicago,Art Institute of Chicago,Member,3,75
VIS000780,2025-01-28,NYC,Guggenheim,Adult,3,0
VIS000781,2022-03-10,NYC,Metropolitan Museum,Child,4,48
VIS000782,2024-01-10,Chicago,Art Institute of Chicago,Child,4,100
VIS000783,2022-08-03,NYC,Metropolitan Museum,Adult,1,18
VIS000784,2021-10-28,Chicago,Science and Industry,Adult,2,50
VIS000785,2021-09-14,Chicago,Science and Industry,Child,5,60
VIS000786,2021-08-06,NYC,Metropolitan Museum,Adult,5,125
VIS000787,2022-01-18,NYC,Guggenheim,Senior,1,25
VIS000788,2024-08-15,NYC,Guggenheim,Student,1,12
VIS000789,2021-08-28,Chicago,Field Museum,Adult,1,12
VIS000790,2024-03-15,NYC,Guggenheim,Child,2,24
VIS000791,2022-12-07,NYC,MoMA,Child,5,60
VIS000792,2024-10-08,NYC,MoMA,Adult,4,0
VIS000793,2024-05-09,Chicago,Shedd Aquarium,Adult,3,90
VIS000794,2023-07-26,NYC,Metropolitan Museum,Child,5,150
VIS000795,2024-03-20,NYC,MoMA,Child,2,0
VIS000796,2021-05-29,Chicago,Shedd Aquarium,Adult,4,72
VIS000797,2021-04-12,Chicago,Shedd Aquarium,Adult,3,90
VIS000798,2023-11-18,NYC,Guggenheim,Student,2,36
VIS000799,2022-03-07,NYC,Metropolitan Museum,Student,1,30
VIS000800,2025-04-26,NYC,MoMA,Senior,3,75
VIS000801,2021-07-04,Chicago,Field Museum,Student,2,50
VIS000802,2022-12-27,NYC,Metropolitan Museum,Child,1,25
VIS000803,2021-05-08,NYC,Whitney,Adult,6,0
VIS000804,2024-05-29,NYC,Whitney,Member,1,18
VIS000805,2023-06-18,NYC,Guggenheim,Adult,6,72
VIS000806,2025-05-18,Chicago,Field Museum,Child,2,60
VIS000807,2021-03-10,NYC,Metropolitan Museum,Member,5,125
VIS000808,2022-04-04,NYC,MoMA,Member,3,54
VIS000809,2025-09-26,Chicago,Art Institute of Chicago,Child,4,72
VIS000810,2025-03-06,Chicago,Art Institute of Chicago,Student,1,25
VIS000811,2025-03-08,NYC,Metropolitan Museum,Child,3,0
VIS000812,2025-02-08,Chicago,Science and Industry,Child,4,72
VIS000813,2024-03-22,Chicago,Field Museum,Member,1,12
VIS000814,2022-01-03,NYC,Metropolitan Museum,Member,2,36
VIS000815,2021-12-05,NYC,MoMA,Member,6,108
VIS000816,2022-05-22,Chicago,Art Institute of Chicago,Adult,5,125
VIS000817,2023-03-07,Chicago,Art Institute of Chicago,Child,6,180
VIS000818,2021-12-19,NYC,Metropolitan Museum,Member,6,180
